#name	radius	orbital_period	semi_major_axis	tperi	impact_parameter	star_name	ra	dec	mag_v
Kepler-201b	0.219	25.672083	0.175	nan	0.38	Kepler-201	293.62604	41.272827	nan
Kepler-201c	0.254	151.884058	0.573	nan	0.92	Kepler-201	293.62604	41.272827	nan
Kepler-202b	0.145	4.069427	0.045	nan	0.64	Kepler-202	282.973419	41.322006	nan
Kepler-202c	0.165	16.282493	0.113	nan	0.31	Kepler-202	282.973419	41.322006	nan
Kepler-203b	0.229	3.162697	0.043	nan	0.52	Kepler-203	297.089977	41.388039	nan
Kepler-203c	0.22	5.370647	0.061	nan	0.1	Kepler-203	297.089977	41.388039	nan
Kepler-203d	0.128	11.32972	0.1	nan	0.34	Kepler-203	297.089977	41.388039	nan
Kepler-204b	0.226	14.400974	0.117	nan	0.57	Kepler-204	285.347187	41.761925	nan
Kepler-204c	0.16	25.660593	0.173	nan	0.62	Kepler-204	285.347187	41.761925	nan
Kepler-205b	0.135	2.75564	0.032	nan	0.87	Kepler-205	285.287111	41.861172	nan
Kepler-205c	0.146	20.306546	0.122	nan	0.81	Kepler-205	285.287111	41.861172	nan
Kepler-206b	0.107	7.781987	0.078	nan	0.33	Kepler-206	291.634678	41.833866	nan
Kepler-206c	0.158	13.137471	0.111	nan	0.35	Kepler-206	291.634678	41.833866	nan
Kepler-206d	0.106	23.44281	0.163	nan	0.1	Kepler-206	291.634678	41.833866	nan
Kepler-207b	0.14	1.611865	0.029	nan	0.38	Kepler-207	290.030517	42.16605	nan
Kepler-207c	0.134	3.071571	0.044	nan	0.18	Kepler-207	290.030517	42.16605	nan
Kepler-207d	0.295	5.868075	0.068	nan	0.27	Kepler-207	290.030517	42.16605	nan
Kepler-208b	0.145	4.22864	0.054	nan	0.16	Kepler-208	293.890206	42.528008	nan
Kepler-208c	0.124	7.466623	0.079	nan	0.27	Kepler-208	293.890206	42.528008	nan
Kepler-208d	0.107	11.131786	0.103	nan	0.11	Kepler-208	293.890206	42.528008	nan
Kepler-208e	0.132	16.259458	0.132	nan	0.21	Kepler-208	293.890206	42.528008	nan
Kepler-209b	0.202	16.087845	0.122	nan	0.08	Kepler-209	291.169537	42.640812	nan
Kepler-209c	0.277	41.749882	0.231	nan	0.58	Kepler-209	291.169537	42.640812	nan
Kepler-21b	0.146	2.78578	0.042717	2456797.9	0.584	Kepler-21	287.361816	38.714016	8.27
Kepler-210b	0.262	2.453234	0.032	nan	0.73	Kepler-210	292.503389	43.083149	14.4
Kepler-210c	0.323	7.972513	0.07	nan	0.4	Kepler-210	292.503389	43.083149	14.4
Kepler-211b	0.112	4.138575	0.048	nan	0.02	Kepler-211	285.439151	43.168484	nan
Kepler-211c	0.115	6.04045	0.062	nan	0.04	Kepler-211	285.439151	43.168484	nan
Kepler-212b	0.097	16.257582	0.133	nan	0.19	Kepler-212	287.620834	43.141678	nan
Kepler-212c	0.244	31.805174	0.207	nan	0.15	Kepler-212	287.620834	43.141678	nan
Kepler-213b	0.145	2.46236	0.036	nan	0.22	Kepler-213	290.824182	44.647186	nan
Kepler-213c	0.209	4.822962	0.057	nan	0.75	Kepler-213	290.824182	44.647186	nan
Kepler-214b	0.233	15.660544	0.13	nan	0.03	Kepler-214	284.754851	44.956032	nan
Kepler-214c	0.19	28.7798	0.194	nan	0.28	Kepler-214	284.754851	44.956032	nan
Kepler-215b	0.145	9.360672	0.084	nan	0.58	Kepler-215	294.973509	45.213688	nan
Kepler-215c	0.158	14.667108	0.113	nan	0.85	Kepler-215	294.973509	45.213688	nan
Kepler-215d	0.213	30.864423	0.185	nan	0.15	Kepler-215	294.973509	45.213688	nan
Kepler-215e	0.156	68.16101	0.314	nan	0.28	Kepler-215	294.973509	45.213688	nan
Kepler-216b	0.21	7.693641	0.079	nan	0.72	Kepler-216	293.728072	46.129154	nan
Kepler-216c	0.271	17.406669	0.136	nan	0.09	Kepler-216	293.728072	46.129154	nan
Kepler-217b	0.199	5.374943	0.065	nan	0.02	Kepler-217	293.037744	46.277508	nan
Kepler-217c	0.165	8.586004	0.089	nan	0.37	Kepler-217	293.037744	46.277508	nan
Kepler-217d	0.118	3.88689525	nan	nan	nan	Kepler-217	293.037744	46.277508	nan
Kepler-218b	0.132	3.619337	0.046	nan	0.09	Kepler-218	295.412811	46.266472	nan
Kepler-218c	0.28	44.699576	0.248	nan	0.52	Kepler-218	295.412811	46.266472	nan
Kepler-218d	0.237	124.5244647	nan	nan	nan	Kepler-218	295.412811	46.266472	nan
Kepler-219b	0.263	4.585512	0.057	nan	0.03	Kepler-219	288.73898	46.762558	nan
Kepler-219c	0.319	22.714613	0.165	nan	0.01	Kepler-219	288.73898	46.762558	nan
Kepler-219d	0.251	47.903645	0.272	nan	0.06	Kepler-219	288.73898	46.762558	nan
Kepler-22b	0.212	289.8623	0.849	nan	0.768	Kepler-22	289.217484	47.884464	12
Kepler-220b	0.072	4.159807	0.046	nan	0.09	Kepler-220	291.506237	46.895779	nan
Kepler-220c	0.14	9.034199	0.076	nan	0.06	Kepler-220	291.506237	46.895779	nan
Kepler-220d	0.087	28.122397	0.163	nan	0.14	Kepler-220	291.506237	46.895779	nan
Kepler-220e	0.119	45.902733	0.226	nan	0.53	Kepler-220	291.506237	46.895779	nan
Kepler-221b	0.153	2.795906	0.037	nan	0.61	Kepler-221	296.654765	46.83527	nan
Kepler-221c	0.261	5.690586	0.059	nan	0.04	Kepler-221	296.654765	46.83527	nan
Kepler-221d	0.244	10.04156	0.087	nan	0.36	Kepler-221	296.654765	46.83527	nan
Kepler-221e	0.235	18.369917	0.13	nan	0.26	Kepler-221	296.654765	46.83527	nan
Kepler-222b	0.282	3.936981	0.048	nan	0.57	Kepler-222	287.9061	46.937767	nan
Kepler-222c	0.414	10.08881	0.091	nan	0.9	Kepler-222	287.9061	46.937767	nan
Kepler-222d	0.329	28.081912	0.18	nan	0.44	Kepler-222	287.9061	46.937767	nan
Kepler-223b	0.267	7.38449	0.073	nan	nan	Kepler-223	298.318356	47.279495	nan
Kepler-223c	0.307	9.84564	0.088	nan	nan	Kepler-223	298.318356	47.279495	nan
Kepler-223d	0.467	14.78869	0.116	nan	nan	Kepler-223	298.318356	47.279495	nan
Kepler-223e	0.41	19.72567	0.14	nan	nan	Kepler-223	298.318356	47.279495	nan
Kepler-224b	0.124	3.132924	0.038	nan	0.32	Kepler-224	290.934287	47.357601	nan
Kepler-224c	0.278	5.925003	0.058	nan	0.85	Kepler-224	290.934287	47.357601	nan
Kepler-224d	0.205	11.349393	0.089	nan	0.01	Kepler-224	290.934287	47.357601	nan
Kepler-224e	0.176	18.643577	0.124	nan	0.62	Kepler-224	290.934287	47.357601	nan
Kepler-225b	0.107	6.738975	0.056	nan	0.45	Kepler-225	292.193984	47.457096	nan
Kepler-225c	0.164	18.794234	0.111	nan	0.32	Kepler-225	292.193984	47.457096	nan
Kepler-226b	0.138	3.940997	0.047	nan	0.15	Kepler-226	292.376129	47.880989	nan
Kepler-226c	0.203	5.349555	0.058	nan	0.25	Kepler-226	292.376129	47.880989	nan
Kepler-226d	0.109	8.109044	0.076	nan	0.06	Kepler-226	292.376129	47.880989	nan
Kepler-227b	0.277	9.488015	0.09	nan	0.82	Kepler-227	291.934236	48.141651	nan
Kepler-227c	0.271	54.418694	0.29	nan	0.07	Kepler-227	291.934236	48.141651	nan
Kepler-228b	0.136	2.566546	0.038	nan	0.45	Kepler-228	296.286142	48.224667	nan
Kepler-228c	0.241	4.134444	0.052	nan	0.15	Kepler-228	296.286142	48.224667	nan
Kepler-228d	0.36	11.094286	0.101	nan	0.46	Kepler-228	296.286142	48.224667	nan
Kepler-229b	0.196	6.252972	0.062	nan	0.11	Kepler-229	286.999471	48.375797	nan
Kepler-229c	0.439	16.068638	0.117	nan	0	Kepler-229	286.999471	48.375797	nan
Kepler-229d	0.343	41.194912	0.22	nan	0.8	Kepler-229	286.999471	48.375797	nan
Kepler-23b	0.17	7.1073	0.075	nan	nan	Kepler-23	294.218924	49.479225	14
Kepler-23c	0.285	10.7421	0.099	nan	nan	Kepler-23	294.218924	49.479225	14
Kepler-23d	0.196	15.274299	0.124	nan	0.25	Kepler-23	294.218924	49.479225	14
Kepler-230b	0.38	32.625555	0.191	nan	0.91	Kepler-230	285.718538	48.505859	nan
Kepler-230c	0.182	91.773242	0.38	nan	0.03	Kepler-230	285.718538	48.505859	nan
Kepler-231b	0.154	10.065275	0.074	nan	0.82	Kepler-231	293.973353	50.531914	nan
Kepler-231c	0.172	19.271566	0.114	nan	0.87	Kepler-231	293.973353	50.531914	nan
Kepler-232b	0.275	4.431222	0.054	nan	0.35	Kepler-232	295.816158	51.121742	nan
Kepler-232c	0.342	11.379349	0.101	nan	0.92	Kepler-232	295.816158	51.121742	nan
Kepler-233b	0.217	8.472382	0.077	nan	0.08	Kepler-233	296.366522	51.319523	nan
Kepler-233c	0.242	60.418955	0.287	nan	0.86	Kepler-233	296.366522	51.319523	nan
Kepler-234b	0.33	2.711506	0.04	nan	0.85	Kepler-234	291.653519	38.494659	nan
Kepler-234c	0.313	7.21205	0.077	nan	0.16	Kepler-234	291.653519	38.494659	nan
Kepler-235b	0.199	3.340222	0.037	nan	0.37	Kepler-235	286.079103	39.278313	nan
Kepler-235c	0.114	7.824904	0.065	nan	0.24	Kepler-235	286.079103	39.278313	nan
Kepler-235d	0.183	20.060548	0.122	nan	0.11	Kepler-235	286.079103	39.278313	nan
Kepler-235e	0.198	46.183669	0.213	nan	0.68	Kepler-235	286.079103	39.278313	nan
Kepler-236b	0.14	8.295611	0.065	nan	0.67	Kepler-236	283.866378	39.898092	nan
Kepler-236c	0.178	23.968127	0.132	nan	0.84	Kepler-236	283.866378	39.898092	nan
Kepler-237b	0.126	4.715106	0.05	nan	0.19	Kepler-237	283.221387	40.421834	nan
Kepler-237c	0.186	8.103636	0.071	nan	0.14	Kepler-237	283.221387	40.421834	nan
Kepler-238b	0.154	2.090876	0.034	nan	0.78	Kepler-238	287.897113	40.637815	nan
Kepler-238c	0.213	6.155557	0.069	nan	0.06	Kepler-238	287.897113	40.637815	nan
Kepler-238d	0.274	13.233549	0.115	nan	0.43	Kepler-238	287.897113	40.637815	nan
Kepler-238e	0.5	23.654	nan	nan	nan	Kepler-238	287.897113	40.637815	nan
Kepler-238f	0.178	50.447	nan	nan	nan	Kepler-238	287.897113	40.637815	nan
Kepler-239b	0.208	11.763051	0.095	nan	0.17	Kepler-239	294.202137	40.663406	nan
Kepler-239c	0.224	56.228098	0.268	nan	0.86	Kepler-239	294.202137	40.663406	nan
Kepler-24b	0.214	8.1453	0.08	nan	nan	Kepler-24	290.413267	38.343754	15.5
Kepler-24c	0.25	12.3335	0.106	nan	nan	Kepler-24	290.413267	38.343754	15.5
Kepler-24d	0.149	4.244384	0.051	nan	0.29	Kepler-24	290.413267	38.343754	15.5
Kepler-24e	0.248	18.998355	0.138	nan	0.1	Kepler-24	290.413267	38.343754	15.5
Kepler-240b	0.122	4.144495	0.048	nan	0.24	Kepler-240	291.158774	40.750263	nan
Kepler-240c	0.196	7.953528	0.074	nan	0.36	Kepler-240	291.158774	40.750263	nan
Kepler-241b	0.208	12.718092	0.094	nan	0.54	Kepler-241	292.913118	41.060921	nan
Kepler-241c	0.229	36.065978	0.189	nan	0.07	Kepler-241	292.913118	41.060921	nan
Kepler-242b	0.233	8.20395	0.075	nan	0.06	Kepler-242	286.565695	41.808403	nan
Kepler-242c	0.178	14.496481	0.109	nan	0.37	Kepler-242	286.565695	41.808403	nan
Kepler-243b	0.219	5.715442	0.062	nan	0.17	Kepler-243	285.11047	42.033958	nan
Kepler-243c	0.178	20.026218	0.142	nan	0.77	Kepler-243	285.11047	42.033958	nan
Kepler-244b	0.246	4.311792	0.05	nan	0.52	Kepler-244	287.24268	42.301369	nan
Kepler-244c	0.183	9.767292	0.087	nan	0.49	Kepler-244	287.24268	42.301369	nan
Kepler-244d	0.206	20.050401	0.14	nan	0.11	Kepler-244	287.24268	42.301369	nan
Kepler-245b	0.229	7.49019	0.071	nan	0.2	Kepler-245	291.638965	42.436317	nan
Kepler-245c	0.194	17.460812	0.124	nan	0.2	Kepler-245	291.638965	42.436317	nan
Kepler-245d	0.27	36.277108	0.202	nan	0.18	Kepler-245	291.638965	42.436317	nan
Kepler-245e	0.156	3.21982106	nan	nan	nan	Kepler-245	291.638965	42.436317	nan
Kepler-246b	0.209	4.60182	0.052	nan	0.58	Kepler-246	296.483427	42.663429	nan
Kepler-246c	0.134	11.187161	0.095	nan	0.04	Kepler-246	296.483427	42.663429	nan
Kepler-247b	0.146	3.33616	0.042	nan	0.14	Kepler-247	288.642531	43.039291	nan
Kepler-247c	0.365	9.439452	0.084	nan	0.14	Kepler-247	288.642531	43.039291	nan
Kepler-247d	0.352	20.477912	0.14	nan	0.13	Kepler-247	288.642531	43.039291	nan
Kepler-248b	0.269	6.308205	0.066	nan	0.38	Kepler-248	293.061384	43.581356	nan
Kepler-248c	0.363	16.239494	0.123	nan	0.08	Kepler-248	293.061384	43.581356	nan
Kepler-249b	0.097	3.306539	0.035	nan	0.26	Kepler-249	296.985068	43.658524	nan
Kepler-249c	0.135	7.113702	0.058	nan	0.79	Kepler-249	296.985068	43.658524	nan
Kepler-249d	0.14	15.368459	0.097	nan	0.9	Kepler-249	296.985068	43.658524	nan
Kepler-25b	0.245	6.238297	0.068	nan	0.54	Kepler-25	286.638393	39.487894	11
Kepler-25c	0.465	12.7207	0.11	nan	0.88	Kepler-25	286.638393	39.487894	11
Kepler-250b	0.101	4.148141	0.048	nan	0.75	Kepler-250	289.594765	44.141953	nan
Kepler-250c	0.203	7.156804	0.069	nan	0.05	Kepler-250	289.594765	44.141953	nan
Kepler-250d	0.194	17.648312	0.127	nan	0.02	Kepler-250	289.594765	44.141953	nan
Kepler-251b	0.119	4.790936	0.053	nan	0.25	Kepler-251	296.566237	44.105865	nan
Kepler-251c	0.247	16.514043	0.122	nan	0.2	Kepler-251	296.566237	44.105865	nan
Kepler-251d	0.247	30.133001	0.182	nan	0.3	Kepler-251	296.566237	44.105865	nan
Kepler-251e	0.247	99.640161	0.404	nan	0.23	Kepler-251	296.566237	44.105865	nan
Kepler-252b	0.11	6.668391	0.058	nan	0.78	Kepler-252	295.579345	44.545963	nan
Kepler-252c	0.192	10.848463	0.08	nan	0.17	Kepler-252	295.579345	44.545963	nan
Kepler-253b	0.145	3.783986	0.046	nan	0.27	Kepler-253	291.841992	44.858089	nan
Kepler-253c	0.236	10.281951	0.089	nan	0.49	Kepler-253	291.841992	44.858089	nan
Kepler-253d	0.283	18.119869	0.13	nan	0.65	Kepler-253	291.841992	44.858089	nan
Kepler-254b	0.345	5.826662	0.064	nan	0.74	Kepler-254	288.164701	45.816504	nan
Kepler-254c	0.192	12.412183	0.105	nan	0.05	Kepler-254	288.164701	45.816504	nan
Kepler-254d	0.223	18.746477	0.139	nan	0.15	Kepler-254	288.164701	45.816504	nan
Kepler-255b	0.138	5.714606	0.063	nan	0.01	Kepler-255	296.064233	45.976841	nan
Kepler-255c	0.267	9.946047	0.092	nan	0.33	Kepler-255	296.064233	45.976841	nan
Kepler-255d	0.118	1.04562266	nan	nan	nan	Kepler-255	296.064233	45.976841	nan
Kepler-256b	0.142	1.620493	0.027	nan	0.07	Kepler-256	292.580445	46.097389	nan
Kepler-256c	0.192	3.38802	0.045	nan	0.16	Kepler-256	292.580445	46.097389	nan
Kepler-256d	0.221	5.839172	0.064	nan	0.84	Kepler-256	292.580445	46.097389	nan
Kepler-256e	0.21	10.681572	0.096	nan	0.04	Kepler-256	292.580445	46.097389	nan
Kepler-257b	0.233	2.382667	0.034	nan	0.09	Kepler-257	297.315994	46.023269	nan
Kepler-257c	0.483	6.581484	0.066	nan	0.76	Kepler-257	297.315994	46.023269	nan
Kepler-257d	0.442	24.664551	0.16	nan	0.13	Kepler-257	297.315994	46.023269	nan
Kepler-258b	0.362	13.19722	0.103	nan	0.11	Kepler-258	294.06849	46.57933	nan
Kepler-258c	0.322	33.653079	0.193	nan	0.85	Kepler-258	294.06849	46.57933	nan
Kepler-259b	0.25	8.115317	0.079	nan	0.75	Kepler-259	288.211929	46.615005	nan
Kepler-259c	0.241	36.924931	0.217	nan	0.03	Kepler-259	288.211929	46.615005	nan
Kepler-26b	0.248	12.28	0.085	nan	nan	Kepler-26	284.940997	46.56654	16
Kepler-26c	0.243	17.2559	0.107	nan	nan	Kepler-26	284.940997	46.56654	16
Kepler-26d	0.095	3.543919	0.039	nan	0.31	Kepler-26	284.940997	46.56654	16
Kepler-26e	0.215	46.827915	0.22	nan	0.77	Kepler-26	284.940997	46.56654	16
Kepler-260b	0.179	8.187399	0.075	nan	0.46	Kepler-260	291.925972	38.014122	nan
Kepler-260c	0.155	76.050178	0.332	nan	0.66	Kepler-260	291.925972	38.014122	nan
Kepler-261b	0.194	10.381227	0.088	nan	0.16	Kepler-261	291.364773	37.609184	nan
Kepler-261c	0.178	24.570858	0.156	nan	0.19	Kepler-261	291.364773	37.609184	nan
Kepler-262b	0.121	13.060855	0.108	nan	0.76	Kepler-262	290.728675	37.252649	nan
Kepler-262c	0.146	21.853722	0.152	nan	0.07	Kepler-262	290.728675	37.252649	nan
Kepler-263b	0.238	16.568087	0.12	nan	0.08	Kepler-263	292.469762	37.567794	nan
Kepler-263c	0.22	47.332773	0.242	nan	0.06	Kepler-263	292.469762	37.567794	nan
Kepler-264b	0.297	40.806231	0.249	nan	0.93	Kepler-264	292.044615	37.376246	nan
Kepler-264c	0.252	140.101261	0.566	nan	0.44	Kepler-264	292.044615	37.376246	nan
Kepler-265b	0.166	6.846262	0.069	nan	0.64	Kepler-265	290.510478	41.24482	nan
Kepler-265c	0.235	17.028937	0.127	nan	0.34	Kepler-265	290.510478	41.24482	nan
Kepler-265d	0.222	43.130617	0.236	nan	0.69	Kepler-265	290.510478	41.24482	nan
Kepler-265e	0.231	67.831024	0.319	nan	0.02	Kepler-265	290.510478	41.24482	nan
Kepler-266b	0.221	6.61833	0.071	nan	0.36	Kepler-266	294.484378	44.166916	nan
Kepler-266c	0.347	107.723601	0.457	nan	0.32	Kepler-266	294.484378	44.166916	nan
Kepler-267b	0.177	3.353728	0.037	nan	0.22	Kepler-267	299.830387	47.157461	nan
Kepler-267c	0.19	6.87745	0.06	nan	0.19	Kepler-267	299.830387	47.157461	nan
Kepler-267d	0.203	28.464515	0.154	nan	0.48	Kepler-267	299.830387	47.157461	nan
Kepler-268b	0.227	25.934138	0.18	nan	0.07	Kepler-268	291.976175	38.055075	nan
Kepler-268c	0.302	83.446393	0.391	nan	0.91	Kepler-268	291.976175	38.055075	nan
Kepler-269b	0.22	5.326718	0.061	nan	0.62	Kepler-269	290.215171	41.775967	nan
Kepler-269c	0.151	8.127899	0.081	nan	0.61	Kepler-269	290.215171	41.775967	nan
Kepler-27b	0.357	15.3348	0.118	nan	nan	Kepler-27	292.236769	41.085876	nan
Kepler-27c	0.437	31.3309	0.191	nan	nan	Kepler-27	292.236769	41.085876	nan
Kepler-270b	0.179	11.476094	0.107	nan	0.14	Kepler-270	282.2001	44.422302	nan
Kepler-270c	0.158	25.262887	0.18	nan	0.1	Kepler-270	282.2001	44.422302	nan
Kepler-271b	0.11	10.43547805	0.056	nan	nan	Kepler-271	283.00298	44.284233	nan
Kepler-271c	0.085	7.41086267	0.071	nan	nan	Kepler-271	283.00298	44.284233	nan
Kepler-271d	0.059	5.24972541	nan	nan	nan	Kepler-271	283.00298	44.284233	nan
Kepler-272b	0.128	2.971353	0.038	nan	0.04	Kepler-272	299.127524	47.59383	nan
Kepler-272c	0.16	6.057342	0.061	nan	0.03	Kepler-272	299.127524	47.59383	nan
Kepler-272d	0.201	10.937304	0.091	nan	0.89	Kepler-272	299.127524	47.59383	nan
Kepler-273b	0.134	2.936532	0.037	nan	0.04	Kepler-273	291.302209	47.697758	nan
Kepler-273c	0.177	8.014927	0.073	nan	0.94	Kepler-273	291.302209	47.697758	nan
Kepler-274b	0.137	11.634788	0.101	nan	0.2	Kepler-274	292.922774	38.477274	nan
Kepler-274c	0.164	33.197861	0.204	nan	0.14	Kepler-274	292.922774	38.477274	nan
Kepler-275b	0.209	10.300682	0.098	nan	0.57	Kepler-275	292.479713	38.514927	nan
Kepler-275c	0.302	16.088134	0.132	nan	0.06	Kepler-275	292.479713	38.514927	nan
Kepler-275d	0.297	35.676062	0.224	nan	0.73	Kepler-275	292.479713	38.514927	nan
Kepler-276b	0.256	14.12841	0.119	nan	0.85	Kepler-276	293.56815	39.036326	nan
Kepler-276c	0.259	31.884	nan	nan	nan	Kepler-276	293.56815	39.036326	nan
Kepler-276d	0.25	48.648	nan	nan	nan	Kepler-276	293.56815	39.036326	nan
Kepler-277b	0.261	17.324	nan	nan	nan	Kepler-277	286.583175	39.077209	13.4
Kepler-277c	0.3	33.006	nan	nan	nan	Kepler-277	286.583175	39.077209	13.4
Kepler-278b	0.363	30.160546	0.207	nan	0.37	Kepler-278	290.107193	38.702235	nan
Kepler-278c	0.32	51.078775	0.294	nan	0.76	Kepler-278	290.107193	38.702235	nan
Kepler-279b	0.323	12.309681	0.112	nan	0.69	Kepler-279	287.391224	42.194836	13.7
Kepler-279c	0.384	35.736	0.232	nan	nan	Kepler-279	287.391224	42.194836	13.7
Kepler-279d	0.277	54.414	0.30728	nan	nan	Kepler-279	287.391224	42.194836	13.7
Kepler-28b	0.321	5.9123	0.062	nan	nan	Kepler-28	292.137029	42.42942	15.5
Kepler-28c	0.303	8.9858	0.081	nan	nan	Kepler-28	292.137029	42.42942	15.5
Kepler-280b	0.129	2.139542	0.032	nan	0.33	Kepler-280	291.39051	42.180588	nan
Kepler-280c	0.179	4.807091	0.056	nan	0.68	Kepler-280	291.39051	42.180588	nan
Kepler-281b	0.252	14.646008	0.117	nan	0.92	Kepler-281	294.108191	44.770699	nan
Kepler-281c	0.474	36.337373	0.215	nan	0.77	Kepler-281	294.108191	44.770699	nan
Kepler-282b	0.09	9.220524	0.082	nan	0.02	Kepler-282	284.677277	44.797684	15.2
Kepler-282c	0.107	13.638723	0.106	nan	0.07	Kepler-282	284.677277	44.797684	15.2
Kepler-282d	0.219	24.806	nan	nan	nan	Kepler-282	284.677277	44.797684	15.2
Kepler-282e	0.277	44.347	nan	nan	nan	Kepler-282	284.677277	44.797684	15.2
Kepler-283b	0.19	11.008151	0.082	nan	0.51	Kepler-283	293.613726	47.838998	nan
Kepler-283c	0.162	92.743711	0.341	nan	0.44	Kepler-283	293.613726	47.838998	nan
Kepler-284b	0.2	12.699149	0.104	nan	0.24	Kepler-284	293.146491	47.729649	nan
Kepler-284c	0.233	37.514456	0.213	nan	0.62	Kepler-284	293.146491	47.729649	nan
Kepler-285b	0.12	2.633867	0.036	nan	0.09	Kepler-285	291.390905	48.065609	nan
Kepler-285c	0.1	6.186676	0.064	nan	0.08	Kepler-285	291.390905	48.065609	nan
Kepler-286b	0.111	1.796302	0.027	nan	0.06	Kepler-286	290.676145	48.294289	nan
Kepler-286c	0.122	3.468095	0.042	nan	0.2	Kepler-286	290.676145	48.294289	nan
Kepler-286d	0.119	5.914323	0.061	nan	0.06	Kepler-286	290.676145	48.294289	nan
Kepler-286e	0.158	29.221289	0.176	nan	0.64	Kepler-286	290.676145	48.294289	nan
Kepler-287b	0.208	20.342199	0.145	nan	0.24	Kepler-287	290.927458	48.44355	nan
Kepler-287c	0.291	44.851896	0.246	nan	0.83	Kepler-287	290.927458	48.44355	nan
Kepler-288b	0.149	6.097326	0.065	nan	0.21	Kepler-288	288.916426	39.594717	nan
Kepler-288c	0.254	19.305772	0.14	nan	0.06	Kepler-288	288.916426	39.594717	nan
Kepler-288d	0.238	56.633742	0.287	nan	0.41	Kepler-288	288.916426	39.594717	nan
Kepler-289b	0.192	34.545	0.21	nan	0.04	Kepler-289	297.465344	42.88285	12.9
Kepler-289c	1.034	125.8518	0.51	nan	0.394	Kepler-289	297.465344	42.88285	12.9
Kepler-289d	0.239	66.0634	0.33	nan	0.05	Kepler-289	297.465344	42.88285	12.9
Kepler-29b	0.227	10.33974	0.09	nan	0.379	Kepler-29	298.348324	47.491226	15.5
Kepler-29c	0.209	13.28613	0.11	nan	nan	Kepler-29	298.348324	47.491226	15.5
Kepler-290b	0.201	14.589347	0.11	nan	0.6	Kepler-290	286.409984	42.681553	nan
Kepler-290c	0.241	36.77031	0.205	nan	0.22	Kepler-290	286.409984	42.681553	nan
Kepler-291b	0.193	3.546511	0.047	nan	0.33	Kepler-291	287.916357	42.437302	nan
Kepler-291c	0.168	5.700786	0.065	nan	0.57	Kepler-291	287.916357	42.437302	nan
Kepler-292b	0.118	2.580827	0.035	nan	0.09	Kepler-292	295.766145	42.424288	nan
Kepler-292c	0.131	3.715335	0.045	nan	0.38	Kepler-292	295.766145	42.424288	nan
Kepler-292d	0.199	7.055679	0.068	nan	0.35	Kepler-292	295.766145	42.424288	nan
Kepler-292e	0.238	11.97901	0.097	nan	0.91	Kepler-292	295.766145	42.424288	nan
Kepler-292f	0.21	20.834237	0.141	nan	0.46	Kepler-292	295.766145	42.424288	nan
Kepler-293b	0.274	19.254196	0.144	nan	0.5	Kepler-293	286.358057	42.406509	nan
Kepler-293c	0.342	54.155743	0.286	nan	0.91	Kepler-293	286.358057	42.406509	nan
Kepler-294b	0.158	3.701212	0.048	nan	0.05	Kepler-294	287.392009	46.059312	nan
Kepler-294c	0.242	6.6264	0.071	nan	0.14	Kepler-294	287.392009	46.059312	nan
Kepler-295b	0.109	12.645164	0.099	nan	0.02	Kepler-295	285.345843	45.367786	nan
Kepler-295c	0.104	21.526258	0.142	nan	0.05	Kepler-295	285.345843	45.367786	nan
Kepler-295d	0.121	33.884054	0.192	nan	0.5	Kepler-295	285.345843	45.367786	nan
Kepler-296b	0.144	10.864384	0.079	nan	0.65	Kepler-296	286.540008	49.437326	nan
Kepler-296c	0.178	5.8416366	0.0521	nan	0.25	Kepler-296	286.540008	49.437326	nan
Kepler-296d	0.186	19.850291	0.118	nan	0.26	Kepler-296	286.540008	49.437326	nan
Kepler-296e	0.136	34.14211	0.169	nan	0.34	Kepler-296	286.540008	49.437326	nan
Kepler-296f	0.161	63.33627	0.255	nan	0.55	Kepler-296	286.540008	49.437326	nan
Kepler-297b	0.256	38.871826	0.217	nan	0.46	Kepler-297	283.209159	48.777645	nan
Kepler-297c	0.583	74.920137	0.336	nan	0.81	Kepler-297	283.209159	48.777645	nan
Kepler-298b	0.175	10.475464	0.08	nan	0.42	Kepler-298	283.039792	48.825359	nan
Kepler-298c	0.172	22.92881	0.136	nan	0.59	Kepler-298	283.039792	48.825359	nan
Kepler-298d	0.223	77.473633	0.305	nan	0.75	Kepler-298	283.039792	48.825359	nan
Kepler-299b	0.118	2.927128	0.04	nan	0.38	Kepler-299	283.206964	48.580502	nan
Kepler-299c	0.236	6.885875	0.07	nan	0.95	Kepler-299	283.206964	48.580502	nan
Kepler-299d	0.166	15.054786	0.118	nan	0.52	Kepler-299	283.206964	48.580502	nan
Kepler-299e	0.167	38.285489	0.22	nan	0.22	Kepler-299	283.206964	48.580502	nan
Kepler-30b	0.348	29.33434	0.18	nan	0.38	Kepler-30	285.283636	38.947281	15.5
Kepler-30c	1.097	60.323105	0.3	nan	0.4	Kepler-30	285.283636	38.947281	15.5
Kepler-30d	0.785	143.34394	0.5	nan	0.38	Kepler-30	285.283636	38.947281	15.5
Kepler-300b	0.149	10.446347	0.094	nan	0.33	Kepler-300	295.288694	48.59972	nan
Kepler-300c	0.201	40.714955	0.232	nan	0.7	Kepler-300	295.288694	48.59972	nan
Kepler-301b	0.12	2.508553	0.036	nan	0.09	Kepler-301	283.982968	49.23299	nan
Kepler-301c	0.12	5.419026	0.06	nan	0.11	Kepler-301	283.982968	49.23299	nan
