#name	radius	orbital_period	semi_major_axis	tperi	impact_parameter	star_name	ra	dec	mag_v
Kepler-1168b	0.223	55.8226539	nan	nan	nan	Kepler-1168	287.297694	47.455437	nan
Kepler-1169b	0.084	6.11009134	nan	nan	nan	Kepler-1169	294.911573	46.491463	nan
Kepler-117b	0.719	18.7959228	0.1445	nan	0.446	Kepler-117	288.793037	48.040234	nan
Kepler-117c	1.101	50.790391	0.2804	nan	0.268	Kepler-117	288.793037	48.040234	nan
Kepler-1170b	0.215	9.98969327	nan	nan	nan	Kepler-1170	292.16858	43.779675	nan
Kepler-1171b	0.228	1.44259224	nan	nan	nan	Kepler-1171	294.958925	38.591578	nan
Kepler-1172b	0.285	26.0204423	nan	nan	nan	Kepler-1172	290.474507	37.766598	nan
Kepler-1173b	0.079	0.7698536	nan	nan	nan	Kepler-1173	293.131095	45.663548	nan
Kepler-1174b	0.142	6.89225223	nan	nan	nan	Kepler-1174	281.831445	42.298916	nan
Kepler-1175b	0.267	37.94563	nan	nan	nan	Kepler-1175	289.142702	46.812897	nan
Kepler-1176b	0.219	24.1738579	nan	nan	nan	Kepler-1176	297.919728	45.274162	nan
Kepler-1177b	0.17	106.247547	nan	nan	nan	Kepler-1177	286.671437	49.406288	nan
Kepler-1178b	0.095	31.80634	nan	nan	nan	Kepler-1178	288.456062	45.802124	nan
Kepler-1179b	0.118	2.68505749	nan	nan	nan	Kepler-1179	284.09764	47.810638	nan
Kepler-118b	0.175	7.518496	0.073	nan	0.72	Kepler-118	299.213164	41.424824	nan
Kepler-118c	0.685	20.17202	0.141	nan	0.02	Kepler-118	299.213164	41.424824	nan
Kepler-1180b	0.178	16.8601286	nan	nan	nan	Kepler-1180	295.88751	43.156063	nan
Kepler-1181b	0.14	4.89337519	nan	nan	nan	Kepler-1181	289.747314	39.523468	nan
Kepler-1182b	0.215	11.17394617	nan	nan	nan	Kepler-1182	296.307949	43.82135	nan
Kepler-1183b	0.252	28.5057189	nan	nan	nan	Kepler-1183	292.232425	38.892222	nan
Kepler-1184b	0.239	53.5991044	nan	nan	nan	Kepler-1184	291.282055	46.965996	nan
Kepler-1185b	0.119	104.3518976	nan	nan	nan	Kepler-1185	287.241174	39.332757	nan
Kepler-1186b	0.199	16.07677615	nan	nan	nan	Kepler-1186	288.479641	47.101768	nan
Kepler-1187b	0.233	18.87064068	nan	nan	nan	Kepler-1187	286.892005	38.318556	nan
Kepler-1188b	0.186	17.1369543	nan	nan	nan	Kepler-1188	283.103838	43.148045	nan
Kepler-1189b	0.158	3.78858982	nan	nan	nan	Kepler-1189	298.426343	47.946785	nan
Kepler-119b	0.321	2.422082	0.035	nan	0.3	Kepler-119	295.946421	42.658924	nan
Kepler-119c	0.082	4.125103	0.049	nan	0.51	Kepler-119	295.946421	42.658924	nan
Kepler-1190b	0.119	10.45843441	nan	nan	nan	Kepler-1190	284.999621	49.479977	nan
Kepler-1191b	0.135	5.60014851	nan	nan	nan	Kepler-1191	291.657776	48.009315	nan
Kepler-1192b	0.211	25.2034787	nan	nan	nan	Kepler-1192	282.140566	43.89658	nan
Kepler-1193b	0.118	2.83265213	nan	nan	nan	Kepler-1193	288.144759	51.275627	nan
Kepler-1194b	0.135	16.22371307	nan	nan	nan	Kepler-1194	291.699538	38.145265	nan
Kepler-1195b	0.186	8.49642241	nan	nan	nan	Kepler-1195	284.351087	40.852979	nan
Kepler-1196b	0.199	66.1849031	nan	nan	nan	Kepler-1196	292.369561	43.910809	nan
Kepler-1197b	0.112	2.03231845	nan	nan	nan	Kepler-1197	291.669272	42.59071	nan
Kepler-1198b	0.131	7.6847716	nan	nan	nan	Kepler-1198	288.834008	44.838249	nan
Kepler-1199b	0.103	15.0447198	nan	nan	nan	Kepler-1199	293.725872	47.247044	nan
Kepler-12b	1.754	4.4379629	0.0553	nan	0.168	Kepler-12	286.243425	50.040382	13.4
Kepler-120b	0.192	6.312501	0.055	nan	0.79	Kepler-120	287.891632	39.339124	nan
Kepler-120c	0.136	12.794585	0.088	nan	0.41	Kepler-120	287.891632	39.339124	nan
Kepler-1200b	0.095	1.11854972	nan	nan	nan	Kepler-1200	296.603451	44.129257	nan
Kepler-1201b	0.204	15.18725932	nan	nan	nan	Kepler-1201	294.614827	40.833172	nan
Kepler-1202b	0.262	28.6851324	nan	nan	nan	Kepler-1202	292.290612	44.653255	nan
Kepler-1203b	0.095	0.58800076	nan	nan	nan	Kepler-1203	292.773384	44.178127	nan
Kepler-1204b	0.272	85.7350285	nan	nan	nan	Kepler-1204	289.441483	42.498135	nan
Kepler-1205b	0.126	1.07839035	nan	nan	nan	Kepler-1205	290.279709	41.515049	nan
Kepler-1206b	0.146	1.21699766	nan	nan	nan	Kepler-1206	295.938407	49.791145	nan
Kepler-1207b	0.145	13.68237119	nan	nan	nan	Kepler-1207	295.064243	49.358994	nan
Kepler-1208b	0.207	11.08507637	nan	nan	nan	Kepler-1208	291.881263	44.555729	nan
Kepler-1209b	0.135	25.369116	nan	nan	nan	Kepler-1209	287.584891	49.154793	nan
Kepler-121b	0.209	3.177422	0.039	nan	0.11	Kepler-121	286.162064	39.677995	nan
Kepler-121c	0.203	41.008011	0.216	nan	0.49	Kepler-121	286.162064	39.677995	nan
Kepler-1210b	0.152	8.07124073	nan	nan	nan	Kepler-1210	292.832145	48.219357	nan
Kepler-1211b	0.227	11.01816836	nan	nan	nan	Kepler-1211	285.720788	40.856961	nan
Kepler-1212b	0.191	12.94130146	nan	nan	nan	Kepler-1212	296.853432	50.037354	nan
Kepler-1213b	0.106	5.34982412	nan	nan	nan	Kepler-1213	289.485822	50.944164	nan
Kepler-1214b	0.211	18.82634264	nan	nan	nan	Kepler-1214	285.142638	49.800667	nan
Kepler-1215b	0.109	4.76703963	nan	nan	nan	Kepler-1215	297.463622	48.181416	nan
Kepler-1216b	0.124	4.37034536	nan	nan	nan	Kepler-1216	287.405321	45.918007	nan
Kepler-1217b	0.178	2.03232507	nan	nan	nan	Kepler-1217	289.186676	50.937557	nan
Kepler-1218b	0.128	22.9221266	nan	nan	nan	Kepler-1218	291.578982	44.531715	nan
Kepler-1219b	0.189	16.10467749	nan	nan	nan	Kepler-1219	297.215809	47.378515	nan
Kepler-122b	0.209	5.766193	0.064	nan	0	Kepler-122	291.111883	39.949104	nan
Kepler-122c	0.524	12.465988	0.108	nan	0.5	Kepler-122	291.111883	39.949104	nan
Kepler-122d	0.196	21.587475	0.155	nan	0.01	Kepler-122	291.111883	39.949104	nan
Kepler-122e	0.232	37.993273	0.227	nan	0.84	Kepler-122	291.111883	39.949104	nan
Kepler-1220b	0.136	7.42693741	nan	nan	nan	Kepler-1220	297.070369	42.977741	nan
Kepler-1221b	0.168	12.00096042	nan	nan	nan	Kepler-1221	285.822349	45.711891	nan
Kepler-1222b	0.07	1.91694425	nan	nan	nan	Kepler-1222	294.889655	49.379768	nan
Kepler-1223b	0.109	16.301259	nan	nan	nan	Kepler-1223	285.29575	44.552753	nan
Kepler-1224b	0.119	13.32351601	nan	nan	nan	Kepler-1224	286.625763	37.537304	nan
Kepler-1225b	0.162	7.01075434	nan	nan	nan	Kepler-1225	290.633291	40.136994	nan
Kepler-1226b	0.129	17.2923453	nan	nan	nan	Kepler-1226	296.376909	50.621468	nan
Kepler-1227b	0.204	94.2887577	nan	nan	nan	Kepler-1227	287.066378	41.874908	nan
Kepler-1228b	0.137	0.57736958	nan	nan	nan	Kepler-1228	296.553083	46.96629	nan
Kepler-1229b	0.125	86.828989	nan	nan	nan	Kepler-1229	297.486691	46.996716	nan
Kepler-123b	0.262	17.232366	0.135	nan	0.53	Kepler-123	296.998621	42.781956	nan
Kepler-123c	0.132	26.695074	0.181	nan	0.23	Kepler-123	296.998621	42.781956	nan
Kepler-1230b	0.242	9.95661537	nan	nan	nan	Kepler-1230	283.2645	41.711449	nan
Kepler-1231b	0.127	10.41725184	nan	nan	nan	Kepler-1231	288.588357	42.605659	nan
Kepler-1232b	0.172	26.7839183	nan	nan	nan	Kepler-1232	296.550043	49.102322	nan
Kepler-1233b	0.232	45.1263042	nan	nan	nan	Kepler-1233	297.375101	46.662216	nan
Kepler-1234b	0.251	11.94014029	nan	nan	nan	Kepler-1234	287.522025	51.37586	nan
Kepler-1235b	0.07	4.16055856	nan	nan	nan	Kepler-1235	284.903015	43.95396	nan
Kepler-1236b	0.191	31.0571618	nan	nan	nan	Kepler-1236	295.624706	42.545898	nan
Kepler-1237b	0.255	84.5733226	nan	nan	nan	Kepler-1237	295.629266	44.69062	nan
Kepler-1238b	0.172	4.14787559	nan	nan	nan	Kepler-1238	297.905795	40.162858	nan
Kepler-1239b	0.259	5.19104016	nan	nan	nan	Kepler-1239	293.127381	42.320103	nan
Kepler-124b	0.065	3.410493	0.039	nan	0.14	Kepler-124	286.752797	49.064911	nan
Kepler-124c	0.156	13.821375	0.1	nan	0.23	Kepler-124	286.752797	49.064911	nan
Kepler-124d	0.099	30.950851	0.17	nan	0.43	Kepler-124	286.752797	49.064911	nan
Kepler-1240b	0.103	4.8663815	nan	nan	nan	Kepler-1240	282.999715	40.55745	nan
Kepler-1241b	0.235	18.5525701	nan	nan	nan	Kepler-1241	294.576248	38.456974	nan
Kepler-1242b	0.202	13.62798432	nan	nan	nan	Kepler-1242	284.60621	41.196384	nan
Kepler-1243b	0.156	16.8320729	nan	nan	nan	Kepler-1243	294.009462	42.880772	nan
Kepler-1244b	0.12	3.70428172	nan	nan	nan	Kepler-1244	282.301216	46.516201	nan
Kepler-1245b	0.128	4.35409304	nan	nan	nan	Kepler-1245	290.744327	43.260777	nan
Kepler-1245c	0.128	2.93658468	nan	nan	nan	Kepler-1245	290.744327	43.260777	nan
Kepler-1246b	0.121	11.32271513	nan	nan	nan	Kepler-1246	287.657402	48.982166	nan
Kepler-1247b	0.208	13.71220213	nan	nan	nan	Kepler-1247	294.533553	46.618271	nan
Kepler-1248b	0.105	7.46725407	nan	nan	nan	Kepler-1248	288.059319	51.354454	nan
Kepler-1249b	0.212	24.3347127	nan	nan	nan	Kepler-1249	296.894856	44.37178	nan
Kepler-125b	0.211	4.164389	0.041	nan	0.03	Kepler-125	298.258123	47.604946	nan
Kepler-125c	0.066	5.774464	0.051	nan	0.12	Kepler-125	298.258123	47.604946	nan
Kepler-1250b	0.171	2.60754383	nan	nan	nan	Kepler-1250	287.793862	45.98024	nan
Kepler-1251b	0.164	45.0904643	nan	nan	nan	Kepler-1251	292.115153	49.256428	nan
Kepler-1252b	0.149	15.0540329	nan	nan	nan	Kepler-1252	298.950318	46.692799	nan
Kepler-1253b	0.119	68.8861915	nan	nan	nan	Kepler-1253	283.885115	47.637222	nan
Kepler-1254b	0.138	9.99113313	nan	nan	nan	Kepler-1254	285.173326	48.770042	nan
Kepler-1254c	0.116	3.60084276	nan	nan	nan	Kepler-1254	285.173326	48.770042	nan
Kepler-1254d	0.117	5.72717226	nan	nan	nan	Kepler-1254	285.173326	48.770042	nan
Kepler-1255b	0.207	36.2919336	nan	nan	nan	Kepler-1255	295.239275	42.726479	nan
Kepler-1256b	0.133	12.4127754	nan	nan	nan	Kepler-1256	291.474304	44.683514	nan
Kepler-1257b	0.136	2.66831376	nan	nan	nan	Kepler-1257	296.075676	45.627056	nan
Kepler-1258b	0.077	0.98494017	nan	nan	nan	Kepler-1258	285.404941	49.994747	nan
Kepler-1259b	0.128	0.66308526	nan	nan	nan	Kepler-1259	297.841489	46.967682	nan
Kepler-126b	0.136	10.495711	0.099	nan	0.65	Kepler-126	289.347291	44.208553	nan
Kepler-126c	0.141	21.869741	0.162	nan	0.71	Kepler-126	289.347291	44.208553	nan
Kepler-126d	0.223	100.283134	0.448	nan	0.14	Kepler-126	289.347291	44.208553	nan
Kepler-1260b	0.158	19.1187753	nan	nan	nan	Kepler-1260	295.591254	42.555241	nan
Kepler-1261b	0.202	48.4308991	nan	nan	nan	Kepler-1261	285.23245	48.806721	nan
Kepler-1262b	0.162	8.67900242	nan	nan	nan	Kepler-1262	288.771814	42.213219	nan
Kepler-1263b	0.102	4.55139967	nan	nan	nan	Kepler-1263	286.483651	46.752617	nan
Kepler-1264b	0.105	0.96852602	nan	nan	nan	Kepler-1264	289.884378	45.211502	nan
Kepler-1265b	0.12	6.49441289	nan	nan	nan	Kepler-1265	284.585789	47.079533	nan
Kepler-1266b	0.23	28.474748	nan	nan	nan	Kepler-1266	285.869287	42.728096	nan
Kepler-1267b	0.269	13.0313945	nan	nan	nan	Kepler-1267	299.169533	43.441094	nan
Kepler-1268b	0.181	40.9903986	nan	nan	nan	Kepler-1268	287.838481	43.153236	nan
Kepler-1269b	0.145	37.3331536	nan	nan	nan	Kepler-1269	287.805581	45.340549	nan
Kepler-127b	0.125	14.435889	0.125	nan	0.49	Kepler-127	285.189985	46.027962	nan
Kepler-127c	0.237	29.393195	0.2	nan	0.77	Kepler-127	285.189985	46.027962	nan
Kepler-127d	0.236	48.630408	0.28	nan	0.62	Kepler-127	285.189985	46.027962	nan
Kepler-1270b	0.296	6.03356196	nan	nan	nan	Kepler-1270	286.715634	48.645279	nan
Kepler-1271b	0.132	3.0255955	nan	nan	nan	Kepler-1271	286.344287	37.411973	nan
Kepler-1272b	0.211	51.1309704	nan	nan	nan	Kepler-1272	285.219843	38.805878	nan
Kepler-1273b	0.222	28.625653	nan	nan	nan	Kepler-1273	285.803226	44.873428	nan
Kepler-1274b	0.127	6.98152703	nan	nan	nan	Kepler-1274	284.593715	46.449776	nan
Kepler-1275b	0.132	3.65691115	nan	nan	nan	Kepler-1275	293.500497	44.932457	nan
Kepler-1276b	0.106	12.5720095	nan	nan	nan	Kepler-1276	287.85701	40.547181	nan
Kepler-1277b	0.143	40.8365012	nan	nan	nan	Kepler-1277	295.102413	40.572396	nan
Kepler-1278b	0.09	3.23941344	nan	nan	nan	Kepler-1278	282.956935	42.825619	nan
Kepler-1279b	0.156	23.4774101	nan	nan	nan	Kepler-1279	288.095635	40.365964	nan
Kepler-128b	0.128	15.09	nan	nan	nan	Kepler-128	282.492224	43.980213	11.4
Kepler-128c	0.12	22.804	nan	nan	nan	Kepler-128	282.492224	43.980213	11.4
Kepler-1280b	0.167	66.5579057	nan	nan	nan	Kepler-1280	293.573935	45.384541	nan
Kepler-1281b	0.146	3.11602791	nan	nan	nan	Kepler-1281	295.354457	48.515404	nan
Kepler-1282b	0.138	2.13194651	nan	nan	nan	Kepler-1282	290.176173	46.698338	nan
Kepler-1283b	0.17	12.9460978	nan	nan	nan	Kepler-1283	295.462337	40.776969	nan
Kepler-1284b	0.108	0.66407381	nan	nan	nan	Kepler-1284	291.279002	47.687649	nan
Kepler-1285b	0.087	14.7967458	nan	nan	nan	Kepler-1285	281.835355	44.155926	nan
Kepler-1286b	0.192	11.25402929	nan	nan	nan	Kepler-1286	280.258382	43.835766	nan
Kepler-1287b	0.137	11.47685909	nan	nan	nan	Kepler-1287	289.134661	47.062996	nan
Kepler-1288b	0.1	2.76122421	nan	nan	nan	Kepler-1288	285.713488	41.605873	nan
Kepler-1289b	0.136	7.99019627	nan	nan	nan	Kepler-1289	296.388807	41.040571	nan
Kepler-129b	0.211	15.79186	0.131	nan	0.54	Kepler-129	285.311284	47.848595	nan
Kepler-129c	0.227	82.20017	0.393	nan	0.12	Kepler-129	285.311284	47.848595	nan
Kepler-1290b	0.127	4.69500134	nan	nan	nan	Kepler-1290	290.685249	43.859638	nan
Kepler-1291b	0.148	8.63043276	nan	nan	nan	Kepler-1291	289.377032	40.001151	nan
Kepler-1292b	0.162	3.27646405	nan	nan	nan	Kepler-1292	284.90572	43.949169	nan
Kepler-1293b	0.087	5.57654784	nan	nan	nan	Kepler-1293	290.025921	48.335949	nan
Kepler-1294b	0.285	115.6862258	nan	nan	nan	Kepler-1294	291.268101	44.488194	nan
Kepler-1295b	0.138	3.81371974	nan	nan	nan	Kepler-1295	291.397864	45.588559	nan
Kepler-1296b	0.081	8.3839865	nan	nan	nan	Kepler-1296	292.125189	41.407814	nan
Kepler-1297b	0.087	1.68189002	nan	nan	nan	Kepler-1297	289.956501	47.020393	nan
Kepler-1298b	0.117	7.12811928	nan	nan	nan	Kepler-1298	284.422735	49.106224	nan
Kepler-1299b	0.266	19.9400874	nan	nan	nan	Kepler-1299	286.150155	37.411377	nan
Kepler-130b	0.091	8.457458	0.079	nan	0.12	Kepler-130	288.450665	40.245305	nan
Kepler-130c	0.259	27.50868	0.178	nan	0.38	Kepler-130	288.450665	40.245305	nan
Kepler-130d	0.146	87.517905	0.377	nan	0.84	Kepler-130	288.450665	40.245305	nan
Kepler-1300b	0.122	22.2419092	nan	nan	nan	Kepler-1300	289.033022	40.086887	nan
Kepler-1301b	0.125	9.08237046	nan	nan	nan	Kepler-1301	286.604183	42.440319	nan
Kepler-1302b	0.128	8.83922659	nan	nan	nan	Kepler-1302	290.989241	50.30806	nan
Kepler-1303b	0.127	7.56127224	nan	nan	nan	Kepler-1303	284.287156	42.355614	nan
Kepler-1304b	0.204	16.1288853	nan	nan	nan	Kepler-1304	285.276428	39.446916	nan
Kepler-1305b	0.168	13.5630972	nan	nan	nan	Kepler-1305	297.339446	46.347252	nan
Kepler-1306b	0.17	16.29595382	nan	nan	nan	Kepler-1306	294.478341	46.945862	nan
Kepler-1307b	0.22	18.01621096	nan	nan	nan	Kepler-1307	292.86984	46.741859	nan
Kepler-1308b	0.046	2.10433812	nan	nan	nan	Kepler-1308	285.928896	38.520962	nan
Kepler-1309b	0.211	28.8432647	nan	nan	nan	Kepler-1309	298.735235	40.764155	nan
Kepler-131b	0.215	16.092	nan	nan	0.79	Kepler-131	288.530825	40.942304	11.525
Kepler-131c	0.075	25.5169	nan	nan	0.27	Kepler-131	288.530825	40.942304	11.525
Kepler-1310b	0.128	0.67933627	nan	nan	nan	Kepler-1310	283.920035	40.740123	nan
Kepler-1311b	0.111	11.1726994	nan	nan	nan	Kepler-1311	289.651263	43.824417	nan
Kepler-1311c	0.109	2.53573424	nan	nan	nan	Kepler-1311	289.651263	43.824417	nan
Kepler-1312b	0.187	5.44832529	nan	nan	nan	Kepler-1312	292.971241	41.035764	nan
Kepler-1313b	0.157	3.83309118	nan	nan	nan	Kepler-1313	292.388546	42.233261	nan
Kepler-1314b	0.456	5.42474928	nan	nan	nan	Kepler-1314	294.237938	45.197322	nan
Kepler-1315b	0.123	0.84338011	nan	nan	nan	Kepler-1315	295.821448	46.053029	nan
Kepler-1316b	0.316	87.9732136	nan	nan	nan	Kepler-1316	298.835871	40.293136	nan
Kepler-1317b	0.139	0.56887443	nan	nan	nan	Kepler-1317	291.611881	42.115971	nan
Kepler-1318b	0.277	213.257663	nan	nan	nan	Kepler-1318	290.376313	41.150741	nan
Kepler-1319b	0.12	2.88676265	nan	nan	0.65	Kepler-1319	290.956068	49.366306	nan
Kepler-132b	0.108	6.178196	0.067	nan	0.26	Kepler-132	283.23581	41.343037	nan
Kepler-132c	0.114	6.414914	0.068	nan	0.08	Kepler-132	283.23581	41.343037	nan
Kepler-132d	0.138	18.010199	0.136	nan	0.01	Kepler-132	283.23581	41.343037	nan
Kepler-132e	0.105	110.2869374	nan	nan	nan	Kepler-132	283.23581	41.343037	nan
Kepler-1320b	0.152	0.86838653	nan	nan	nan	Kepler-1320	288.433591	40.380875	nan
Kepler-1321b	0.439	11.12830484	nan	nan	nan	Kepler-1321	294.528593	46.640962	nan
Kepler-1321c	0.214	2.22649109	nan	nan	nan	Kepler-1321	294.528593	46.640962	nan
Kepler-1322b	0.144	0.96286738	nan	nan	nan	Kepler-1322	293.204521	45.435402	nan
Kepler-1323b	0.136	0.92990668	nan	nan	nan	Kepler-1323	292.872284	46.098885	nan
Kepler-1324b	0.135	4.11584468	nan	nan	nan	Kepler-1324	291.18497	40.311214	nan
Kepler-1325b	0.255	33.8786838	nan	nan	nan	Kepler-1325	285.017227	42.085384	nan
Kepler-1326b	0.373	42.3514267	nan	nan	nan	Kepler-1326	296.222144	39.268958	nan
Kepler-1327b	0.161	14.88801098	nan	nan	nan	Kepler-1327	289.064869	50.460976	nan
Kepler-1328b	0.087	4.52158888	nan	nan	nan	Kepler-1328	284.675388	44.41777	nan
Kepler-1329b	0.194	9.33646594	nan	nan	nan	Kepler-1329	281.647742	48.271046	nan
Kepler-133b	0.157	8.129976	0.083	nan	0.36	Kepler-133	297.277976	48.320328	nan
Kepler-133c	0.253	31.517586	0.204	nan	0.68	Kepler-133	297.277976	48.320328	nan
Kepler-1330b	0.147	10.10769068	nan	nan	nan	Kepler-1330	290.576737	39.956893	nan
Kepler-1331b	0.094	0.78916165	nan	nan	nan	Kepler-1331	297.073789	41.22448	nan
Kepler-1332b	0.122	11.87456832	nan	nan	nan	Kepler-1332	291.02859	43.913673	nan
Kepler-1333b	0.251	109.6471842	nan	nan	nan	Kepler-1333	293.527561	41.111437	nan
Kepler-1334b	0.204	15.64591713	nan	nan	nan	Kepler-1334	289.31148	51.320866	nan
Kepler-1335b	0.129	6.26406846	nan	nan	nan	Kepler-1335	284.838408	42.070431	nan
Kepler-1336b	0.177	23.198681	nan	nan	nan	Kepler-1336	296.277711	46.899857	nan
Kepler-1336c	0.153	5.77721211	nan	nan	nan	Kepler-1336	296.277711	46.899857	nan
Kepler-1337b	0.215	24.4002549	nan	nan	nan	Kepler-1337	287.009098	46.796101	nan
Kepler-1338b	0.082	0.93511806	nan	nan	nan	Kepler-1338	284.042335	41.699139	nan
Kepler-1339b	0.063	1.34155513	nan	nan	nan	Kepler-1339	283.745794	48.373394	nan
Kepler-134b	0.178	5.317429	0.06	nan	0.12	Kepler-134	284.739001	49.598396	nan
Kepler-134c	0.112	10.105785	0.092	nan	0.14	Kepler-134	284.739001	49.598396	nan
Kepler-1340b	0.138	0.66502692	nan	nan	nan	Kepler-1340	296.232807	42.47279	nan
Kepler-1341b	0.267	132.9968322	nan	nan	nan	Kepler-1341	280.511769	44.159351	nan
Kepler-1342b	0.148	2.21571036	nan	nan	nan	Kepler-1342	297.020069	43.432549	nan
Kepler-1343b	0.172	3.35183158	nan	nan	nan	Kepler-1343	294.294533	50.725376	nan
Kepler-1344b	0.164	4.7683049	nan	nan	nan	Kepler-1344	287.086297	46.945816	nan
Kepler-1345b	0.211	44.6169557	nan	nan	nan	Kepler-1345	292.477965	46.022835	nan
Kepler-1346b	0.141	3.40165668	nan	nan	nan	Kepler-1346	291.841308	45.179176	nan
Kepler-1347b	0.092	14.00947528	nan	nan	nan	Kepler-1347	299.659605	40.843853	nan
Kepler-1348b	0.173	27.5722742	nan	nan	nan	Kepler-1348	292.08746	49.788765	nan
Kepler-1349b	0.062	2.12823928	nan	nan	nan	Kepler-1349	286.338369	48.744099	nan
Kepler-135b	0.161	6.00253	0.067	nan	0	Kepler-135	290.495129	38.795481	nan
Kepler-135c	0.103	11.448708	0.103	nan	0.57	Kepler-135	290.495129	38.795481	nan
Kepler-1350b	0.225	4.4968604	nan	nan	nan	Kepler-1350	288.250582	46.679602	nan
Kepler-1350c	0.154	1.76678906	nan	nan	nan	Kepler-1350	288.250582	46.679602	nan
Kepler-1351b	0.058	0.91614077	nan	nan	nan	Kepler-1351	293.60872	42.197678	nan
Kepler-1352b	0.079	1.87788275	nan	nan	nan	Kepler-1352	290.693736	48.701477	nan
Kepler-1353b	0.161	24.7543966	nan	nan	nan	Kepler-1353	295.735335	42.576252	nan
Kepler-1354b	0.265	76.613377	nan	nan	nan	Kepler-1354	291.245187	37.759052	nan
Kepler-1355b	0.13	1.28958811	nan	nan	nan	Kepler-1355	283.741416	49.067978	nan
Kepler-1356b	0.136	0.63400294	nan	nan	nan	Kepler-1356	290.995346	43.243938	nan
Kepler-1357b	0.114	3.0091324	nan	nan	nan	Kepler-1357	291.548094	50.353313	nan
Kepler-1358b	0.1	7.06317341	nan	nan	nan	Kepler-1358	286.170543	43.008911	nan
Kepler-1359b	0.252	59.4970952	nan	nan	nan	Kepler-1359	289.538819	41.892825	nan
Kepler-136b	0.183	11.5789	0.106	nan	0.39	Kepler-136	296.467314	42.598771	nan
Kepler-136c	0.178	16.399235	0.133	nan	0.1	Kepler-136	296.467314	42.598771	nan
Kepler-1360b	0.303	40.5286413	nan	nan	nan	Kepler-1360	300.344076	45.623219	nan
Kepler-1361b	0.077	3.57554956	nan	nan	nan	Kepler-1361	283.565314	46.904255	nan
Kepler-1362b	0.232	136.205626	nan	nan	nan	Kepler-1362	288.538542	40.877113	nan
Kepler-1363b	0.112	2.94194094	nan	nan	nan	Kepler-1363	296.996558	49.256413	nan
Kepler-1364b	0.192	13.32196237	nan	nan	nan	Kepler-1364	295.152201	49.587605	nan
Kepler-1365b	0.082	7.69993485	nan	nan	nan	Kepler-1365	292.19971	42.046089	nan
Kepler-1365c	0.071	4.77468005	nan	nan	nan	Kepler-1365	292.19971	42.046089	nan
Kepler-1366b	0.128	2.16457097	nan	nan	nan	Kepler-1366	285.064914	41.554874	nan
Kepler-1367b	0.082	1.57409027	nan	nan	nan	Kepler-1367	288.416528	47.878731	nan
Kepler-1368b	0.147	0.67564949	nan	nan	nan	Kepler-1368	294.766985	41.64468	nan
Kepler-1369b	0.24	25.873148	nan	nan	nan	Kepler-1369	285.797234	40.936186	nan
Kepler-137b	0.131	8.436387	0.077	nan	0.01	Kepler-137	282.135534	43.039101	nan
Kepler-137c	0.168	18.735753	0.13	nan	0.06	Kepler-137	282.135534	43.039101	nan
Kepler-1370b	0.164	20.2641684	nan	nan	nan	Kepler-1370	284.565675	41.778484	nan
Kepler-1370c	0.113	7.44142113	nan	nan	nan	Kepler-1370	284.565675	41.778484	nan
Kepler-1371b	0.065	3.4462039	nan	nan	nan	Kepler-1371	288.831383	47.551994	nan
Kepler-1371c	0.057	2.00541269	nan	nan	nan	Kepler-1371	288.831383	47.551994	nan
Kepler-1372b	0.113	1.31155557	nan	nan	nan	Kepler-1372	288.886635	44.83955	nan
Kepler-1373b	0.103	1.29123275	nan	nan	nan	Kepler-1373	285.752049	39.249205	nan
Kepler-1374b	0.204	10.65276707	nan	nan	nan	Kepler-1374	291.349983	45.172267	nan
Kepler-1375b	0.155	3.3004192	nan	nan	nan	Kepler-1375	296.293558	43.403267	nan
Kepler-1376b	0.094	5.30880656	nan	nan	nan	Kepler-1376	286.958437	42.541386	nan
Kepler-1377b	0.112	0.74092842	nan	nan	nan	Kepler-1377	289.195458	46.651703	nan
Kepler-1378b	0.196	11.95398936	nan	nan	nan	Kepler-1378	297.373313	40.366398	nan
Kepler-1379b	0.116	0.88184115	nan	nan	nan	Kepler-1379	293.670471	41.410248	nan
Kepler-138b	0.047	10.3126	0.0746	nan	nan	Kepler-138	290.381547	43.292973	nan
Kepler-138c	0.107	13.7813	nan	nan	nan	Kepler-138	290.381547	43.292973	nan
Kepler-138d	0.108	23.0881	nan	nan	nan	Kepler-138	290.381547	43.292973	nan
Kepler-1380b	0.128	10.3108245	nan	nan	nan	Kepler-1380	288.116053	42.440422	nan
Kepler-1381b	0.201	25.3842686	nan	nan	nan	Kepler-1381	287.535764	48.727791	nan
Kepler-1382b	0.168	16.3583055	nan	nan	nan	Kepler-1382	295.377379	39.048031	nan
Kepler-1383b	0.126	13.9093583	nan	nan	nan	Kepler-1383	297.944779	42.191882	nan
Kepler-1384b	0.173	15.36262753	nan	nan	nan	Kepler-1384	296.215166	39.527049	nan
Kepler-1385b	0.076	2.88879862	nan	nan	nan	Kepler-1385	282.631369	46.481106	nan
Kepler-1386b	0.111	6.73972381	nan	nan	nan	Kepler-1386	280.823394	42.636056	nan
Kepler-1387b	0.083	2.27952666	nan	nan	nan	Kepler-1387	292.440396	43.209431	nan
Kepler-1388b	0.231	12.2854603	nan	nan	nan	Kepler-1388	283.33604	47.174535	nan
Kepler-1388c	0.202	5.53608151	nan	nan	nan	Kepler-1388	283.33604	47.174535	nan
